;REFERENCIA_ORIGEN;REFERENCIA_1;IMPORTE
9747;B08925612;B25516253;5
9748;B08925612;B25621574;6
9749;B08925612;B30063929;10
9750;B08925612;B30758759;7
9751;B08925612;B33454976;4
9752;B08925612;B33967209;8
9753;B08925612;B35334556;2
9754;B08925612;B35470400;2
9755;B08925612;B36833861;8
9756;B08925612;B41454398;6
9757;B08925612;B43376094;12
9758;B08925612;B43527480;1
9759;B08925612;B43646835;2
9760;B08925612;B43739804;9
9761;B08925612;B43787522;4
9762;B08925612;B43804129;4
9763;B08925612;B46585683;6
9764;B08925612;B47612072;12
9765;B08925612;B53253456;12
9766;B08925612;B53602207;11
9767;B08925612;B53800538;10
9768;B08925612;B53825543;10
9769;B08925612;B55097679;12
9770;B08925612;B55106942;12
9771;B08925612;B55560080;2
9772;B08925612;B57226029;4
9773;B08925612;B57768459;11
9774;B08925612;B58196809;2
9775;B08925612;B58559311;12
9776;B08925612;B58831348;4
9777;B08925612;B58887597;5
9778;B08925612;B58931551;10
9779;B08925612;B58982281;12
9780;B08925612;B59326363;2
9781;B08925612;B59572842;9
9782;B08925612;B59724195;5
9783;B08925612;B59816140;6
9784;B08925612;B59974980;9
9785;B08925612;B60104593;1
9786;B08925612;B60222239;2
9787;B08925612;B60371341;1
9788;B08925612;B60389327;4
9789;B08925612;B60465424;4
9790;B08925612;B61315206;6
9791;B08925612;B61339396;4
9792;B08925612;B61351730;10
9793;B08925612;B61532735;10
9794;B08925612;B61575502;10
9795;B08925612;B61685103;1
9796;B08925612;B61894002;10
9797;B08925612;B61926523;1
9798;B08925612;B61964730;9
9799;B08925612;B62027669;6
9800;B08925612;B62068556;8
9801;B08925612;B62123294;8
9802;B08925612;B62216262;6
9803;B08925612;B62227020;6
9804;B08925612;B62300702;1
9805;B08925612;B62429998;3
9806;B08925612;B62524798;1
9807;B08925612;B62571443;5
9808;B08925612;B62643812;3
9809;B08925612;B62812433;4
9810;B08925612;B62938238;12
9811;B08925612;B62960091;11
9812;B08925612;B63016307;7
9813;B08925612;B63016323;7
9814;B08925612;B63016620;4
9815;B08925612;B63322903;5
9816;B08925612;B63515522;6
9817;B08925612;B63651244;6
9818;B08925612;B63820062;8
9819;B08925612;B63856082;4
9820;B08925612;B63858179;4
9821;B08925612;B63935548;11
9822;B08925612;B64090194;8
9823;B08925612;B64127525;12
9824;B08925612;B64198989;2
9825;B08925612;B64257181;2
9826;B08925612;B64266638;7
9827;B08925612;B64343338;5
9828;B08925612;B64453103;1
9829;B08925612;B64645690;11
9830;B08925612;B65292120;12
9831;B08925612;B65361206;9
9832;B08925612;B65691800;3
9833;B08925612;B65958944;5
9834;B08925612;B73024929;9
9835;B08925612;B74027863;8
9836;B08925612;B76520931;3
9837;B08925612;B78343399;1
9838;B08925612;B79056099;7
9839;B08925612;B81691313;4
9840;B08925612;B82026659;3
9841;B08925612;B82224577;11
9842;B08925612;B83345223;2
9843;B08925612;B84152065;8
9844;B08925612;B84561166;2
9845;B08925612;B85116671;5
9846;B08925612;B92018878;8
9847;B08925612;B92362953;8
9848;B08925612;B92380815;8
9849;B08925612;B92705649;12
9850;B08925612;B95067260;7
9851;B08925612;B96060777;2
9852;B08925612;B96771753;8
9853;B08925612;E43902832;1
9854;B08925612;E63067888;5
9855;B08925612;E64180466;4
9856;B08960387;A58092651;3
9857;B08960387;A58206558;8
9858;B08960387;B60085560;11
9859;B08960387;B63234736;7
9860;B08960387;B64871817;9
9861;B08960387;B66164245;1
9862;B08965915;B02223634;7
9863;B08965915;B08404501;6
9864;B08965915;B22358535;10
9865;B08965915;B33778861;2
9866;B08965915;B35473784;1
9867;B08965915;B43554849;12
9868;B08965915;B43829241;7
9869;B08965915;B43857291;5
9870;B08965915;B43933571;1
9871;B08965915;B43963719;8
9872;B08965915;B45778982;1
9873;B08965915;B55627343;2
9874;B08965915;B60181971;12
9875;B08965915;B60486438;1
9876;B08965915;B61436861;12
9877;B08965915;B62231824;9
9878;B08965915;B62336854;1
9879;B08965915;B62572508;9
9880;B08965915;B63344808;4
9881;B08965915;B63412696;8
9882;B08965915;B63495204;8
9883;B08965915;B64445612;8
9884;B08965915;B64775232;9
9885;B08965915;B65466096;10
9886;B08965915;B65607897;1
9887;B08965915;B65628513;3
9888;B08965915;B66029174;5
9889;B08965915;B66033333;7
9890;B08965915;B66287087;7
9891;B08965915;B74191024;8
9892;B08965915;B75065250;10
9893;B08965915;B83592071;5
9894;B08965915;B85185726;1
9895;B08965915;B86055357;4
9896;B08965915;B86184116;9
9897;B08965915;B91156638;9
9898;B08965915;B92512250;9
9899;B08965915;B93053577;3
9900;B08965915;B95292199;3
9901;B08965915;B97515993;10
9902;B08965915;J43915149;3
9903;B08965915;J65649576;5
9904;B08965915;J65698623;12
9905;B08965915;J65751943;3
9906;B08977456;A58885062;5
9907;B08977456;B43395078;5
9908;B08977456;B59874164;7
9909;B08977456;B61316162;5
9910;B08977456;B61940086;12
9911;B08977456;B62711494;1
9912;B08977456;B64983729;2
9913;B08977456;B66329103;9
9914;B08977456;B84147321;1
9915;B08977456;F63914691;6
9916;B10287043;A15148547;9
9917;B10287043;A84935543;5
9918;B10287043;B30420012;5
9919;B10287043;B34262147;10
9920;B10287043;B61982948;5
9921;B10287043;B63253967;12
9922;B10287043;B63373484;4
9923;B10287043;B63456388;10
9924;B10287043;B64072010;6
9925;B10287043;B65038465;9
9926;B10287043;B65209827;8
9927;B10287043;B65661704;4
9928;B10287043;B83833889;9
9929;B10358521;B28924983;6
9930;B10358521;B66475310;12
9931;B10358521;B91766790;2
9932;B10397321;A17150350;10
9933;B10397321;A28949527;2
9934;B10397321;B04601514;3
9935;B10397321;B12612099;6
9936;B10397321;B17302738;12
9937;B10397321;B17785346;5
9938;B10397321;B17834672;8
9939;B10397321;B27311216;9
9940;B10397321;B29599156;6
9941;B10397321;B29715695;11
9942;B10397321;B30580583;9
9943;B10397321;B31804933;3
9944;B10397321;B33979949;4
9945;B10397321;B43547223;8
9946;B10397321;B43569508;9
9947;B10397321;B43594662;5
9948;B10397321;B43596683;2
9949;B10397321;B43603661;8
9950;B10397321;B43635291;8
9951;B10397321;B43645027;4
9952;B10397321;B43668516;2
9953;B10397321;B43728740;12
9954;B10397321;B54113626;4
9955;B10397321;B55114193;2
9956;B10397321;B57648883;8
9957;B10397321;B60660263;6
9958;B10397321;B61042115;5
9959;B10397321;B61219119;2
9960;B10397321;B61347407;1
9961;B10397321;B61480968;6
9962;B10397321;B61510475;2
9963;B10397321;B61555470;3
9964;B10397321;B61740015;5
9965;B10397321;B61961769;12
9966;B10397321;B62433115;10
9967;B10397321;B62728357;7
9968;B10397321;B62859756;7
9969;B10397321;B63397111;7
9970;B10397321;B63626485;9
9971;B10397321;B63627459;2
9972;B10397321;B63674071;9
9973;B10397321;B63930630;8
9974;B10397321;B64160179;10
9975;B10397321;B64161193;2
9976;B10397321;B64174352;3
9977;B10397321;B64604994;2
9978;B10397321;B65280273;4
9979;B10397321;B65349078;9
9980;B10397321;B65373631;6
9981;B10397321;B66131103;9
9982;B10397321;B73472284;3
9983;B10397321;B84299965;1
9984;B10397321;B92006626;3
9985;B10397321;B92285634;7
9986;B10397321;B92378173;6
9987;B10397321;B92442219;9
9988;B10397321;B97600407;5
9989;B11331022;A17150350;6
9990;B11331022;A81258345;5
9991;B11331022;B04488680;2
9992;B11331022;B07798838;10
9993;B11331022;B10397321;1
9994;B11331022;B11841632;4
9995;B11331022;B12612099;6
9996;B11331022;B17385188;7
9997;B11331022;B17648890;1
9998;B11331022;B17808296;6
9999;B11331022;B29599156;5
10000;B11331022;B29715695;6
10001;B11331022;B30580583;4
10002;B11331022;B31804933;9
10003;B11331022;B43130004;12
10004;B11331022;B43596683;8
10005;B11331022;B43627777;7
10006;B11331022;B43635291;8
10007;B11331022;B43728740;1
10008;B11331022;B43972041;6
10009;B11331022;B55120521;5
10010;B11331022;B60291069;4
10011;B11331022;B61036539;3
10012;B11331022;B61347407;8
10013;B11331022;B61555470;1
10014;B11331022;B62180955;8
10015;B11331022;B62433115;5
10016;B11331022;B62464656;2
10017;B11331022;B63023485;1
10018;B11331022;B63129845;11
10019;B11331022;B63221469;11
10020;B11331022;B63333256;2
10021;B11331022;B63587190;7
10022;B11331022;B63626485;8
10023;B11331022;B63674071;7
10024;B11331022;B64029796;5
10025;B11331022;B64105943;7
10026;B11331022;B64109051;9
10027;B11331022;B64160179;6
10028;B11331022;B64217623;10
10029;B11331022;B65280273;9
10030;B11331022;B65373631;2
10031;B11331022;B65696965;7
10032;B11331022;B82293812;2
10033;B11331022;B92016641;3
10034;B11331022;B92161488;6
10035;B11331022;B92285634;8
10036;B11331022;B92427376;11
10037;B11331022;B92442219;4
10038;B11331022;B93026714;11
10039;B11474327;A08474363;12
10040;B11474327;A08616468;3
10041;B11474327;A08720492;11
10042;B11474327;A08804379;4
10043;B11474327;A35069764;1
10044;B11474327;A58009549;10
10045;B11474327;A58077611;12
10046;B11474327;A58370586;5
10047;B11474327;A58496399;2
10048;B11474327;A58798448;9
10049;B11474327;A79222246;5
10050;B11474327;B01139096;7
10051;B11474327;B07481740;8
10052;B11474327;B08083602;3
10053;B11474327;B08298093;2
10054;B11474327;B08321630;8
10055;B11474327;B08424673;8
10056;B11474327;B08925612;6
10057;B11474327;B15533565;5
10058;B11474327;B17362856;3
10059;B11474327;B17411471;8
10060;B11474327;B17638453;9
10061;B11474327;B17743428;1
10062;B11474327;B25009069;7
10063;B11474327;B25207663;11
10064;B11474327;B25487547;8
10065;B11474327;B25512336;11
10066;B11474327;B25621574;5
10067;B11474327;B27248947;1
10068;B11474327;B30063929;11
10069;B11474327;B33967209;6
10070;B11474327;B35334556;9
10071;B11474327;B35470400;1
10072;B11474327;B36833861;3
10073;B11474327;B43376094;10
10074;B11474327;B43527480;12
10075;B11474327;B43646835;6
10076;B11474327;B43739804;5
10077;B11474327;B43787522;3
10078;B11474327;B43804129;7
10079;B11474327;B48734560;10
10080;B11474327;B53739447;7
10081;B11474327;B53800538;6
10082;B11474327;B54140884;6
10083;B11474327;B55097679;9
10084;B11474327;B55106942;10
10085;B11474327;B55560080;6
10086;B11474327;B57768459;4
10087;B11474327;B58291212;12
10088;B11474327;B58559311;10
10089;B11474327;B59146449;7
10090;B11474327;B59505693;4
10091;B11474327;B59572842;9
10092;B11474327;B59827832;5
10093;B11474327;B60104593;7
10094;B11474327;B60389327;5
10095;B11474327;B60576154;5
10096;B11474327;B60699220;11
10097;B11474327;B60745767;9
10098;B11474327;B60778651;1
10099;B11474327;B61068763;5
10100;B11474327;B61093449;2
10101;B11474327;B61315206;7
10102;B11474327;B61339396;7
10103;B11474327;B61351730;9
10104;B11474327;B61369120;12
10105;B11474327;B61461364;6
10106;B11474327;B61650511;3
10107;B11474327;B61775029;7
10108;B11474327;B61926523;2
10109;B11474327;B61958765;7
10110;B11474327;B61964730;8
10111;B11474327;B61975884;1
10112;B11474327;B62024682;6
10113;B11474327;B62027669;10
10114;B11474327;B62068556;1
10115;B11474327;B62227020;4
10116;B11474327;B62297346;11
10117;B11474327;B62344668;8
10118;B11474327;B62429998;3
10119;B11474327;B62524798;5
10120;B11474327;B62571443;2
10121;B11474327;B62643812;8
10122;B11474327;B62703228;2
10123;B11474327;B62783964;3
10124;B11474327;B62960091;11
10125;B11474327;B62992052;4
10126;B11474327;B62993258;7
10127;B11474327;B63016307;11
10128;B11474327;B63016323;1
10129;B11474327;B63016620;11
10130;B11474327;B63110787;2
10131;B11474327;B63322903;12
10132;B11474327;B63349708;4
10133;B11474327;B63360879;12
10134;B11474327;B63515522;5
10135;B11474327;B63651244;3
10136;B11474327;B63662332;7
10137;B11474327;B63720874;5
10138;B11474327;B63856082;10
10139;B11474327;B63858179;6
10140;B11474327;B63891956;11
10141;B11474327;B64027857;3
10142;B11474327;B64048515;6
10143;B11474327;B64257181;11
10144;B11474327;B64266638;5
10145;B11474327;B64272057;9
10146;B11474327;B64733199;9
10147;B11474327;B65958944;2
10148;B11474327;B73024929;8
10149;B11474327;B78343399;4
10150;B11474327;B82050139;9
10151;B11474327;B82337072;12
10152;B11474327;B83345223;4
10153;B11474327;B83564559;1
10154;B11474327;B84152065;3
10155;B11474327;B84561166;2
10156;B11474327;B85116671;7
10157;B11474327;B92018878;11
10158;B11474327;B92362953;2
10159;B11474327;B93081511;8
10160;B11474327;B96060777;5
10161;B11474327;B96144621;4
10162;B11474327;B96637061;7
10163;B11474327;B96771753;10
10164;B11474327;B97011829;5
10165;B11474327;B97889893;1
10166;B11474327;B99033375;6
10167;B11474327;E83807784;7
10168;B11533031;B60786761;11
10169;B11626124;B64719529;11
10170;B11626124;B74007956;6
10171;B11626124;B85616068;4
10172;B11626124;J86375649;12
10173;B11753753;A12046769;2
10174;B11753753;A58841594;7
10175;B11753753;A61359683;4
10176;B11753753;B08594996;8
10177;B11753753;B17684119;2
10178;B11753753;B25036740;10
10179;B11753753;B38685236;3
10180;B11753753;B43543008;10
10181;B11753753;B43895259;7
10182;B11753753;B45698552;4
10183;B11753753;B47534441;5
10184;B11753753;B55532139;9
10185;B11753753;B55547707;10
10186;B11753753;B58629221;8
10187;B11753753;B59802975;12
10188;B11753753;B59834044;7
10189;B11753753;B60126174;5
10190;B11753753;B60167319;4
10191;B11753753;B61345864;10
10192;B11753753;B61565644;5
10193;B11753753;B62836853;3
10194;B11753753;B64059165;5
10195;B11753753;B65376261;6
10196;B11753753;B65436800;2
10197;B11753753;B65543365;5
10198;B11753753;B65683997;2
10199;B11753753;B65762692;11
10200;B11753753;B65932162;3
10201;B11753753;B86070315;6
10202;B11753753;B86168408;3
10203;B11753753;B93182145;9
10204;B11753753;B94078706;5
10205;B11766508;A60094265;1
10206;B11766508;B07786148;5
10207;B11766508;B12457479;7
10208;B11766508;B29866324;12
10209;B11766508;B33507385;11
10210;B11766508;B43434547;4
10211;B11766508;B43439975;3
10212;B11766508;B43765049;4
10213;B11766508;B55657738;11
10214;B11766508;B61115010;9
10215;B11766508;B62134051;7
10216;B11766508;B62633961;11
10217;B11766508;B64260250;1
10218;B11766508;B64577760;9
10219;B11766508;B64727464;11
10220;B11766508;B73108292;6
10221;B11766508;B74223835;2
10222;B11766508;B81969081;11
10223;B11766508;B84520725;10
10224;B11766508;B92174606;9
10225;B11766508;B92838143;4
10226;B11766508;B99216301;10
10227;B11833720;A08205940;3
10228;B11833720;A11000288;8
10229;B11833720;A58127721;5
10230;B11833720;B31694482;7
10231;B11841632;A58782673;11
10232;B11841632;A82617374;4
10233;B11841632;B07798838;1
10234;B11841632;B12612099;8
10235;B11841632;B17648890;3
10236;B11841632;B17785346;3
10237;B11841632;B17808296;7
10238;B11841632;B17834672;7
10239;B11841632;B20894705;8
10240;B11841632;B29715695;10
10241;B11841632;B33979949;10
10242;B11841632;B43130004;11
10243;B11841632;B43547223;7
10244;B11841632;B43569508;4
10245;B11841632;B43594662;12
10246;B11841632;B43603661;5
10247;B11841632;B43635291;5
10248;B11841632;B43645027;10
10249;B11841632;B43728740;4
10250;B11841632;B43890235;2
10251;B11841632;B43972041;8
10252;B11841632;B54113626;11
10253;B11841632;B55114193;6
10254;B11841632;B55120521;10
10255;B11841632;B57648883;12
10256;B11841632;B60660263;3
10257;B11841632;B60706330;7
10258;B11841632;B61042115;8
10259;B11841632;B61347407;8
10260;B11841632;B61961769;6
10261;B11841632;B62037320;3
10262;B11841632;B62180955;12
10263;B11841632;B62226444;1
10264;B11841632;B62433115;10
10265;B11841632;B62464656;1
10266;B11841632;B62650999;5
10267;B11841632;B63129845;10
10268;B11841632;B63210603;8
10269;B11841632;B63211239;4
10270;B11841632;B63275283;9
10271;B11841632;B63294862;9
10272;B11841632;B63333256;7
10273;B11841632;B63587190;10
10274;B11841632;B63695084;4
10275;B11841632;B64105943;8
10276;B11841632;B64160179;10
10277;B11841632;B64174352;9
10278;B11841632;B64217623;3
10279;B11841632;B64604994;6
10280;B11841632;B64636749;9
10281;B11841632;B65188658;9
10282;B11841632;B65280273;1
10283;B11841632;B65373631;7
10284;B11841632;B66131103;1
10285;B11841632;B73472284;6
10286;B11841632;B84309954;7
10287;B11841632;B92006626;1
10288;B11841632;B92016641;9
10289;B11841632;B92161488;3
10290;B11841632;B92285634;10
10291;B11841632;B92378173;12
10292;B11841632;B98493810;9
10293;B12014296;A07474117;7
10294;B12014296;A46041711;12
10295;B12014296;A46076873;3
10296;B12014296;B17620360;8
10297;B12014296;B25295940;11
10298;B12014296;B33932104;7
10299;B12014296;B39772280;10
10300;B12014296;B43344266;2
10301;B12014296;B43802321;8
10302;B12014296;B43819556;5
10303;B12014296;B53096178;2
10304;B12014296;B53612768;8
10305;B12014296;B57743320;3
10306;B12014296;B58591041;3
10307;B12014296;B60548955;11
10308;B12014296;B62904156;5
10309;B12014296;B63304976;10
10310;B12014296;B63449011;1
10311;B12014296;B63645576;9
10312;B12014296;B64105182;2
10313;B12014296;B64167935;9
10314;B12014296;B64344799;11
10315;B12014296;B64369614;8
10316;B12014296;B81574170;5
10317;B12014296;B83147546;4
10318;B12014296;B92486315;12
10319;B12014296;E57424004;5
10320;B12014296;F58069279;8
10321;B12302063;A03287489;10
10322;B12302063;B17565912;5
10323;B12302063;B43113034;3
10324;B12302063;B59807867;9
10325;B12302063;B62484407;7
10326;B12302063;B62748439;12
10327;B12302063;B63549703;12
10328;B12333464;B62747118;5
10329;B12333464;B63966394;4
10330;B12333464;B64620933;6
10331;B12353009;B43650035;8
10332;B12353009;B43989904;10
10333;B12353009;B63489504;9
10334;B12400958;B17396813;4
10335;B12400958;B43428713;8
10336;B12400958;B61787479;2
10337;B12400958;B65958142;8
10338;B12404836;A08378929;8
10339;B12404836;A28125599;7
10340;B12404836;A58269382;12
10341;B12404836;A58529355;7
10342;B12404836;B14724603;3
10343;B12404836;B17516246;11
10344;B12404836;B17850546;8
10345;B12404836;B32342206;1
10346;B12404836;B35545250;10
10347;B12404836;B36439479;8
10348;B12404836;B43585165;11
10349;B12404836;B43672955;8
10350;B12404836;B43830686;8
10351;B12404836;B53294922;1
10352;B12404836;B53743548;3
10353;B12404836;B59093864;7
10354;B12404836;B60809118;12
10355;B12404836;B61110466;5
10356;B12404836;B61417291;11
10357;B12404836;B61493904;1
10358;B12404836;B61680963;6
10359;B12404836;B62010996;8
10360;B12404836;B62551494;11
10361;B12404836;B62691084;9
10362;B12404836;B62913819;10
10363;B12404836;B63315816;4
10364;B12404836;B63534879;4
10365;B12404836;B63752695;6
10366;B12404836;B63889190;9
10367;B12404836;B63987564;5
10368;B12404836;B64046717;7
10369;B12404836;B64283419;2
10370;B12404836;B73361818;9
10371;B12404836;B80542004;3
10372;B12404836;E73036451;5
10373;B12404836;J63616924;6
10374;B12408787;A45076197;12
10375;B12408787;A58573627;12
10376;B12408787;A58864380;8
10377;B12408787;B17462193;11
10378;B12408787;B19127661;6
10379;B12408787;B30291843;3
10380;B12408787;B59134064;11
10381;B12408787;B61420543;5
10382;B12408787;B85989705;5
10383;B12408787;B86070851;12
10384;B12408787;B86435724;7
10385;B12408787;B86472073;3
10386;B12457479;B07786148;10
10387;B12457479;B29866324;10
10388;B12457479;B29883295;12
10389;B12457479;B33507385;7
10390;B12457479;B43439975;12
10391;B12457479;B43501428;6
10392;B12457479;B43517218;7
10393;B12457479;B43765049;10
10394;B12457479;B45073160;9
10395;B12457479;B53503710;1
10396;B12457479;B60929643;3
10397;B12457479;B62398912;1
10398;B12457479;B62460852;5
10399;B12457479;B63777213;2
10400;B12457479;B64260250;7
10401;B12457479;B64577760;9
10402;B12457479;B73108292;3
10403;B12457479;B74223835;9
10404;B12457479;B92174606;6
10405;B12457479;B92838143;12
10406;B12457479;B99216301;4
10407;B12457479;J65080228;10
10408;B12514733;A01053420;9
10409;B12514733;A28949386;10
10410;B12514733;A31178247;11
10411;B12514733;B08142655;10
10412;B12514733;B54619663;9
10413;B12514733;B58434903;11
10414;B12514733;B65571101;12
10415;B12514733;B83749689;10
10416;B12514733;B84430123;8
10417;B12514733;B96679071;8
10418;B12519765;A17150350;6
10419;B12519765;A50702497;5
10420;B12519765;A79056883;4
10421;B12519765;A82617374;1
10422;B12519765;B04601514;2
10423;B12519765;B10397321;4
10424;B12519765;B11331022;12
10425;B12519765;B11841632;5
10426;B12519765;B20894705;2
10427;B12519765;B27311216;4
10428;B12519765;B29599156;8
10429;B12519765;B29715695;1
10430;B12519765;B43130004;5
10431;B12519765;B43401462;2
10432;B12519765;B43547223;12
10433;B12519765;B43569508;2
10434;B12519765;B43603661;11
10435;B12519765;B43627777;3
10436;B12519765;B43635291;2
10437;B12519765;B43751171;5
10438;B12519765;B43890235;5
10439;B12519765;B54076005;8
10440;B12519765;B55120521;6
10441;B12519765;B60660263;1
10442;B12519765;B61042115;12
10443;B12519765;B61347407;1
10444;B12519765;B61485892;7
10445;B12519765;B61555470;9
10446;B12519765;B62226444;7
10447;B12519765;B62464656;10
10448;B12519765;B62608096;8
10449;B12519765;B62650999;2
10450;B12519765;B63023485;12
10451;B12519765;B63211239;2
10452;B12519765;B63221469;10
10453;B12519765;B63275283;10
10454;B12519765;B63294862;4
10455;B12519765;B63333256;8
10456;B12519765;B63626485;10
10457;B12519765;B63674071;7
10458;B12519765;B63695084;6
10459;B12519765;B63930630;8
10460;B12519765;B64029796;2
10461;B12519765;B64105943;11
10462;B12519765;B64217623;4
10463;B12519765;B65280273;5
10464;B12519765;B65373631;6
10465;B12519765;B66131103;4
10466;B12519765;B84299965;11
10467;B12519765;B92217900;11
10468;B12519765;B92427376;3
10469;B12519765;B92442219;8
10470;B12557104;B64335466;7
10471;B12573465;B53842514;5
10472;B12573465;B59824839;4
10473;B12573465;B66500166;12
10474;B12573465;B98194517;5
10475;B12612099;A17150350;1
10476;B12612099;A28949527;8
10477;B12612099;A50702497;12
10478;B12612099;A79056883;4
10479;B12612099;A81258345;6
10480;B12612099;B10397321;3
10481;B12612099;B11331022;4
10482;B12612099;B11841632;6
10483;B12612099;B17385188;9
10484;B12612099;B17785346;8
10485;B12612099;B17834672;8
10486;B12612099;B27311216;8
10487;B12612099;B29576881;1
10488;B12612099;B29715695;3
10489;B12612099;B30580583;9
10490;B12612099;B33979949;8
10491;B12612099;B43130004;5
10492;B12612099;B43401462;1
10493;B12612099;B43569508;6
10494;B12612099;B43594662;11
10495;B12612099;B43603661;1
10496;B12612099;B43627777;5
10497;B12612099;B43645027;12
10498;B12612099;B43668516;1
10499;B12612099;B43972041;10
10500;B12612099;B54113626;11
10501;B12612099;B57648883;2
10502;B12612099;B60660263;9
10503;B12612099;B60706330;9
10504;B12612099;B61042115;10
10505;B12612099;B61347407;11
10506;B12612099;B61555470;1
10507;B12612099;B61740015;7
10508;B12612099;B61961769;8
10509;B12612099;B62037320;4
10510;B12612099;B62433115;7
10511;B12612099;B62464656;12
10512;B12612099;B62648563;4
10513;B12612099;B62717632;1
10514;B12612099;B62859756;12
10515;B12612099;B63129845;2
10516;B12612099;B63134589;5
10517;B12612099;B63210603;3
10518;B12612099;B63211239;2
10519;B12612099;B63294862;2
10520;B12612099;B63333256;8
10521;B12612099;B63558613;7
10522;B12612099;B63626485;8
10523;B12612099;B63627459;9
10524;B12612099;B63674071;4
10525;B12612099;B63930630;11
10526;B12612099;B63954853;9
10527;B12612099;B64160179;10
10528;B12612099;B64161193;7
10529;B12612099;B65373631;6
10530;B12612099;B65696965;12
10531;B12612099;B66131103;2
10532;B12612099;B92161488;8
10533;B12612099;B92285634;9
10534;B12612099;B93026714;1
10535;B12612099;B97600407;6
10536;B12612099;B98493810;10
10537;B12633970;B95711578;11
10538;B12637997;B95711578;12
10539;B13161864;A02062602;11
10540;B13161864;A08720492;6
10541;B13161864;A08804379;8
10542;B13161864;A35069764;3
10543;B13161864;A46076485;5
10544;B13161864;A58009549;10
10545;B13161864;A58344219;10
10546;B13161864;A58370586;12
10547;B13161864;A58565003;8
10548;B13161864;A58628017;11
10549;B13161864;A58798448;7
10550;B13161864;A58958091;11
10551;B13161864;A58961459;8
10552;B13161864;A60583994;7
10553;B13161864;A78967510;5
10554;B13161864;A79222246;6
10555;B13161864;B01139096;3
10556;B13161864;B03702495;8
10557;B13161864;B04271839;11
10558;B13161864;B08298093;4
10559;B13161864;B08321630;4
10560;B13161864;B08344590;8
10561;B13161864;B15533565;10
10562;B13161864;B17362856;5
10563;B13161864;B17670209;4
10564;B13161864;B17687021;8
10565;B13161864;B17743428;8
10566;B13161864;B17857889;5
10567;B13161864;B17908377;10
10568;B13161864;B24355281;7
10569;B13161864;B25009069;8
10570;B13161864;B25512336;9
10571;B13161864;B25516253;7
10572;B13161864;B27248947;5
10573;B13161864;B31455033;5
10574;B13161864;B33661182;2
10575;B13161864;B33967209;1
10576;B13161864;B36833861;8
10577;B13161864;B40222176;9
10578;B13161864;B41454398;7
10579;B13161864;B43245174;9
10580;B13161864;B43376094;10
10581;B13161864;B43646835;8
10582;B13161864;B43739804;10
10583;B13161864;B43787522;2
10584;B13161864;B43804129;7
10585;B13161864;B46104634;2
10586;B13161864;B48734560;6
10587;B13161864;B53253456;7
10588;B13161864;B53602207;6
10589;B13161864;B53800538;7
10590;B13161864;B54192075;11
10591;B13161864;B55542575;4
10592;B13161864;B55560080;1
10593;B13161864;B57395394;11
10594;B13161864;B57768459;11
10595;B13161864;B58831348;10
10596;B13161864;B58895434;6
10597;B13161864;B58982281;4
10598;B13161864;B59146449;9
10599;B13161864;B59326363;8
10600;B13161864;B59505693;1
10601;B13161864;B59724195;1
10602;B13161864;B59816140;11
10603;B13161864;B59827832;4
10604;B13161864;B59849315;1
10605;B13161864;B60222239;10
10606;B13161864;B60389327;2
10607;B13161864;B60745767;4
10608;B13161864;B60778651;8
10609;B13161864;B61068763;1
10610;B13161864;B61093449;5
10611;B13161864;B61351730;10
10612;B13161864;B61392429;4
10613;B13161864;B61650511;7
10614;B13161864;B61724860;8
10615;B13161864;B61775029;11
10616;B13161864;B61926523;11
10617;B13161864;B61958765;12
10618;B13161864;B61975884;12
10619;B13161864;B62027669;4
10620;B13161864;B62068556;5
10621;B13161864;B62109830;2
10622;B13161864;B62123294;5
10623;B13161864;B62216262;7
10624;B13161864;B62300702;12
10625;B13161864;B62344668;11
10626;B13161864;B62524798;2
10627;B13161864;B62643812;1
10628;B13161864;B62812433;11
10629;B13161864;B62900691;10
10630;B13161864;B62941448;4
10631;B13161864;B62960091;2
10632;B13161864;B62967542;7
10633;B13161864;B62993258;3
10634;B13161864;B63016307;10
10635;B13161864;B63016323;1
10636;B13161864;B63016596;8
10637;B13161864;B63016604;10
10638;B13161864;B63016620;4
10639;B13161864;B63048714;7
10640;B13161864;B63359491;3
10641;B13161864;B63651244;3
10642;B13161864;B63799720;4
10643;B13161864;B63820062;5
10644;B13161864;B63894810;9
10645;B13161864;B63935548;9
10646;B13161864;B64027857;2
10647;B13161864;B64048515;6
10648;B13161864;B64257181;5
10649;B13161864;B64266638;11
10650;B13161864;B64343841;6
10651;B13161864;B64371693;11
10652;B13161864;B64400583;12
10653;B13161864;B64403942;4
10654;B13161864;B64453103;8
10655;B13161864;B64645690;6
10656;B13161864;B64872229;9
10657;B13161864;B65292120;8
10658;B13161864;B65691800;12
10659;B13161864;B78343399;12
10660;B13161864;B79056099;9
10661;B13161864;B79124095;8
10662;B13161864;B81611931;1
10663;B13161864;B81691313;6
10664;B13161864;B82050139;11
10665;B13161864;B82337072;2
10666;B13161864;B85116671;12
10667;B13161864;B91404343;8
10668;B13161864;B92380815;10
10669;B13161864;B92705649;7
10670;B13161864;B96144621;5
10671;B13161864;B96637061;12
10672;B13161864;B96771753;1
10673;B13161864;B97011829;4
10674;B13161864;E17807405;5
10675;B13161864;E43902832;9
10676;B13161864;E64180466;5
10677;B13161864;E64192347;5
